index,name,artist,release_date,length,popularity,tempo,time_signature
2844,You Make Loving Fun - 2004 Remaster,Fleetwood Mac,1977,3.610433333,64,126.576,4
2845,The Tears Of A Clown,Smokey Robinson & The Miracles,1967,3.03,57,128.365,4
2846,Kalifornia,The Subways,2008,2.906433333,24,146.875,4
2847,Red Flag,Billy Talent,2006,3.302883333,70,183.052,4
2848,Burnin' Sky - 2017 Remaster,Bad Company,1977,5.1811,41,190.113,4
2849,Slow Cheetah,Red Hot Chili Peppers,2006,5.332216667,57,178.102,4
2850,Goodbye Blue Sky,Pink Floyd,1979,2.787316667,60,109.152,4
2851,Never Again,Nickelback,2001,4.3471,56,135.674,4
2852,"Everything's Gone Green - 7"" Version; 2015 Remaster",New Order,2005,4.32155,39,127.108,4
2853,The One I Love,David Gray,2005,3.498883333,51,106.988,4
2854,Misery,Green Day,2000,5.098433333,44,161.221,4
2855,Year 3000,Busted,2004,3.266883333,44,107.025,4
2856,The Song Is Over,The Who,1971,6.276883333,41,106.46,4
2857,You Can't Hurry Love,The Supremes,1966,2.798883333,73,96.912,4
2858,Movin' on Up,Primal Scream,1991,3.804433333,63,94.249,4
2859,Skyfall,Adele,2012,4.774666667,74,75.881,4
2860,Have You Ever Really Loved A Woman?,Bryan Adams,1996,4.8611,69,145.517,3
2861,Shadowplay - 2007 Remaster,Joy Division,1979,3.895316667,59,145.443,4
2862,Do Wah Diddy Diddy,Manfred Mann,1964,2.39,57,125.445,4
2863,My Name Is Trouble,Nightmare Of You,2005,4.00955,25,128.978,4
2864,The Grand Illusion,Styx,1977,4.618883333,45,94.617,4
2865,Who's Crying Now,Journey,1981,5.002433333,59,122.135,4
2866,Hanky Panky - Single Version,Tommy James & The Shondells,1966,2.873333333,45,126.122,4
2867,Anchor Me,Various Artists,2020,4.500433333,17,104.584,4
2868,Save a Prayer - Single Version,Duran Duran,1998,3.764,57,113.455,4
2869,Song to Say Goodbye,Placebo,2006,3.6031,58,165.033,4
2870,Absolute Zero,Stone Sour,2012,3.830666667,68,139.941,4
2871,The Things We Do For Love,10cc,1977,3.45955,64,106.949,4
2872,Touch Too Much,AC/DC,1979,4.437766667,63,123.1,4
2873,Tequila Sunrise - 2013 Remaster,Eagles,1973,2.884266667,63,110.578,4
2874,Rattlesnake,King Gizzard & The Lizard Wizard,2017,7.80155,41,170.614,4
2875,Rise Up,Cypress Hill,2010,3.844666667,44,93.047,4
2876,Hammer To Fall - Remastered 2011,Queen,1991,3.638666667,64,128.582,4
2877,Prove It,Television,1977,5.004,36,117.798,4
2878,Interstellar Overdrive,Pink Floyd,1967,9.678583333,50,94.371,4
2879,Cream - N.P.G. Mix,Prince,2006,4.871766667,19,116.242,4
2880,Scream,Ima Robot,2003,3.853766667,19,114.502,4
2881,Digging the Grave,Faith No More,1995,3.063333333,44,163.076,4
2882,Pull up the Roots - 2005 Remaster,Talking Heads,1983,5.164666667,42,126.234,4
2883,Prophecy (With Sample),Soulfly,2004,3.597333333,44,134.787,4
2884,Hero (In The Style Of Chad Kroeger & Josey Scott) [Performance Track with Demonstration Vocals],Done Again,2011,3.1703,6,146.934,3
2885,Submarine #3,Starlight Mints,2000,1.976,18,95.529,4
2886,"Fun, Fun, Fun (Mono)",The Beach Boys,1964,2.3151,51,155.532,4
2887,Missing You,John Waite,1984,4.496,71,208.571,4
2888,Waving Flags,British Sea Power,2008,4.126216667,34,141.969,4
2889,Soul Love - 2012 Remaster,David Bowie,1972,3.569966667,53,72.906,4
2890,Blue Bell Knoll,Cocteau Twins,1988,3.358433333,40,110.071,4
2891,Heaven in Your Eyes,Loverboy,1989,4.053766667,51,123.441,4
2892,What'Cha Gonna Do About It,Small Faces,1966,1.954433333,32,76.449,4
2893,crushcrushcrush,Paramore,2007,3.156216667,63,136.96,4
2894,Vapour Trail - 2001 Remaster,Ride,1990,4.294433333,52,107.527,4
2895,Baby's On Fire - 2004 Digital Remaster,Brian Eno,1973,5.322883333,43,121.818,4
2896,Hard Road,Sam Roberts Band,2003,4.112216667,24,109.835,4
2897,Double Shot (Of My Baby’s Love),The Swingin' Medallions,2020,2.357333333,23,131.023,4
2898,Eat The Rich,Various Artists,2020,4.183333333,4,122.896,4
2899,It's Still Rock and Roll to Me,Billy Joel,1980,2.940666667,67,141.075,4
2900,The Bitter End,Placebo,2003,3.176216667,64,186.253,4
2901,Keep on Swinging,Rival Sons,2012,3.990216667,51,173.806,4
2902,The Reflex - Single Version; 2010 Remaster,Duran Duran,1983,4.4571,56,126.701,4
2903,The Reasons,The Weakerthans,2003,2.84555,36,126.157,4
2904,Nothing Remains,Chimaira,2005,5.60555,40,196.916,4
2905,A Really Good Time,Roxy Music,1974,3.764,25,83.826,4
2906,Miss Misery (Early Version),Elliott Smith,2007,2.937766667,42,134.766,3
2907,She's Always a Woman,Billy Joel,1977,3.356216667,72,176.631,3
2908,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",1985,3.951766667,79,95.771,4
2909,Firestarter,The Prodigy,1997,4.663333333,65,141.517,4
2910,Rainy Monday - Bimbo Jones Vocal Mix,Chris Domingo,2009,8.451766667,2,128.194,4
2911,"Yester-Me, Yester-You, Yesterday",Stevie Wonder,1969,3.088216667,53,100.721,4
2912,When You Walk In the Room - Mono Version,The Searchers,1964,2.341333333,46,134.323,4
2913,Sacrifice,Elton John,1989,5.068883333,73,112.751,4
2914,Rainbow Chaser,Nirvana,2018,2.639333333,25,85.538,4
2915,Oh! You Pretty Things - 2015 Remaster,David Bowie,1971,3.2331,57,76.321,4
2916,Check,Rustic Overtones,1998,2.916216667,11,100.492,4
2917,Wires,Athlete,2005,4.3451,52,134.504,4
2918,Quiet Life,Japan,1979,4.818,46,130.859,4
2919,Oh Love,Green Day,2012,5.054883333,57,171.806,4
2920,Body Count's in the House,Body Count,1992,3.403333333,48,96.622,4
2921,Painted On My Heart - Originally Performed By The Cult,Midifine Systems,2014,4.038083333,12,142.033,4
2922,Lake of Fire,Meat Puppets,1984,1.94955,39,127.955,4
2923,Downtown,Petula Clark,2003,3.129333333,58,117.409,4
2924,Reel Around the Fountain - 2011 Remaster,The Smiths,1984,5.9871,52,109.905,4
2925,An End Has a Start,Editors,2007,3.758883333,54,149.904,4
2926,Fire Brigade,The Move,1968,2.415333333,31,161.527,4
2927,The Bogus Man,Roxy Music,1973,9.34555,31,78.365,4
2928,Hotter Than Hell,KISS,1974,3.53,37,106.026,4
2929,Genius of Love,Tom Tom Club,1981,5.572666667,57,102.941,4
2930,Sister Ray,The Velvet Underground,1968,17.502,34,133.918,4
2931,Crimson & Clover - Single Version,Tommy James & The Shondells,2002,3.477766667,53,85.824,4
2932,Procession,Various Artists,2020,4.50155,7,165.225,4
2933,Mary,Scissor Sisters,2004,4.668883333,38,144.09,4
2934,Wolves,Big Wreck,2012,4.228883333,20,157.983,4
2935,Oh Sherrie,Steve Perry,1984,3.822433333,64,203.753,4
2936,Sleeping Sickness,City and Colour,2007,4.133333333,54,134.932,4
2937,Give It Up,Various Artists,2020,5.287766667,1,87.077,4
2938,Between The Bars,Elliott Smith,1997,2.354666667,62,135.298,3
2939,Something Vague,Various Artists,2003,3.503333333,21,138.821,4
2940,White Light/White Heat,The Velvet Underground,1968,2.794216667,41,127.494,4
2941,The One,Elton John,1992,5.886,53,75.944,4
2942,Them Bones,Alice In Chains,1992,2.4911,66,164.997,1
2943,Holiday from Real - 2015 Remastered,Jack's Mannequin,2005,2.974666667,40,104.8,4
2944,Cavern,Liquid Liquid,1997,5.329333333,44,115.564,4
2945,Bottoms Up,Nickelback,2011,3.623766667,56,113.99,4
2946,Back Stabbers,The O'Jays,1972,3.10155,55,124.379,4
2947,Face To Face,Ruel,2019,3.395766667,66,90.04,4
2948,The Four Horsemen,Aphrodite's Child,1971,5.890433333,48,95.011,4
2949,Butterfly On A Wheel,The Mission,1990,5.68,46,110.397,4
2950,Can't Stand Losing You,Sting,1997,3.01155,45,142.059,4
2951,(Amphetamine) Logic,Various Artists,2000,4.965333333,3,133.216,4
2952,Headache,Frank Black,1994,2.876,44,131.76,4
2953,Take Control,Weezer,2002,3.076216667,32,102.558,4
2954,4th Time Around,Various Artists,2012,4.376,10,102.377,4
2955,Streets of Your Town - Remastered,The Go-Betweens,2020,3.663083333,44,131.515,4
2956,It Ain't No Use,Stevie Wonder,1974,4.0171,31,88.304,4
2957,Without You,Harry Nilsson,1971,3.35,66,64.933,4
2958,The End Of The Innocence,Don Henley,1989,5.2551,59,116.593,4
2959,"It's All over Now, Baby Blue",Bob Dylan,1965,4.2011,53,122.871,4
2960,Catch My Breath,Kelly Clarkson,2012,4.191766667,50,124.021,4
2961,You're a Wolf,Sea Wolf,2007,3.592666667,50,121.008,4
2962,Village Green - Stereo Mix,The Kinks,2008,2.119333333,38,103.189,4
2963,Apache,The Shadows,1987,2.9031,59,133.673,4
2964,White Bird,Various Artists,1972,9.013333333,41,145.39,4
2965,Divorce Song (Remastered),Liz Phair,1993,3.334883333,35,120.368,4
2966,I Hear You Calling,Gob,2001,3.187766667,48,145.785,4
2967,Crockett's Theme,Jan Hammer,2018,3.6,47,190.97,4
2968,Little Angel,Various Artists,2019,2.634433333,5,106.288,4
2969,Don't Know What You Got (Till It's Gone),Cinderella,1988,5.910666667,62,132.445,4
2970,Knock on Wood,Eddie Floyd,1967,3.164,61,105.164,4
2971,Don't Break My Heart Again - 2011 Remaster,Whitesnake,1981,4.063333333,38,130.799,4
2972,Suds & Soda,dEUS,1994,5.236666667,40,170.289,4
2973,Kiss Them For Me,Siouxsie and the Banshees,1991,4.6191,50,99.387,4
2974,This Afternoon,Nickelback,2008,4.558216667,61,160.079,4
2975,New Noise,Refused,1998,5.212,53,105.902,4
2976,Ask the Angels,Patti Smith,1976,3.162216667,33,134.578,4
2977,Brick by Boring Brick,Paramore,2009,4.232433333,63,164.975,4
2978,Communicate,the feelers,2008,2.989333333,22,120.226,4
2979,A Better Place,Army of Anyone,2006,4.98,20,136.075,4
2980,Honestly,Stryper,1986,4.126666667,42,79.856,4
2981,Scarborough Fair / Canticle,Simon & Garfunkel,1966,3.172433333,63,128.548,3
2982,The Man Don't Give a Fuck - 2016 - Remaster,Super Furry Animals,1996,4.889766667,32,124.988,4
2983,Cruiser's Creek,The Fall,1985,4.29555,23,151.674,4
2984,Do Ya,Electric Light Orchestra,1976,3.751766667,56,124.045,4
2985,Remember Everything,Five Finger Death Punch,2011,4.646883333,55,161.974,4
2986,The Best - Edit,Tina Turner,2004,4.226533333,64,103.789,4
2987,Gossip Diet,Lotus Child,2006,3.715333333,5,112.819,4
2988,Andy's Chest,Lou Reed,1972,3.308666667,43,78.758,4
2989,Hang On Sloopy,The McCoys,1995,3.863333333,56,115.255,4
2990,Discipline,Nine Inch Nails,2008,4.319716667,51,122.01,4
2991,She's Gone,STEELHEART,1991,6.526,49,136.919,4
2992,Just the Way You Are,Billy Joel,1977,4.842883333,70,139.148,4
2993,Make Up,Lou Reed,1972,2.982216667,42,96.836,4
2994,Day Eleven: Love,Ayreon,2004,4.301316667,31,93.752,1
2995,Overjoyed,Stevie Wonder,1985,3.709766667,59,83.128,4
2996,Industrial Disease,Dire Straits,1982,5.83955,37,149.63,4
2997,Absolutely Sweet Marie,Bob Dylan,1966,4.903333333,39,133.859,4
2998,Surrender,Billy Talent,2006,4.11,58,118.979,4
2999,Raised on Rock,Scorpions,2010,3.978666667,36,125.051,4
3000,Femme Fatale,The Velvet Underground,1967,2.65,58,103.918,4
3001,On Broadway (Single Version),The Drifters,2018,2.99155,26,108.774,4
3002,Out Of The Blue (Into The Fire),The The,1986,5.127766667,28,78.378,4
3003,A Design for Life - Remastered,Manic Street Preachers,1996,4.294,56,88.225,4
3004,Walking with a Ghost,Tegan and Sara,2004,2.504883333,58,118.058,4
3005,Can't Change Me,Chris Cornell,1999,3.374,45,162.942,3
3006,Sunday Girl - Remastered,Blondie,1978,3.092666667,42,146.318,4
3007,Stars,Grace Potter & The Nocturnals,2012,3.598883333,49,140.262,4
3008,I'll Be Your Baby Tonight,Bob Dylan,1967,2.656,46,127.567,4
3009,Leader of the Band,Dan Fogelberg,1979,4.273316667,63,135.003,4
3010,Sherry,Frankie Valli & The Four Seasons,1962,2.536,60,117.564,4
3011,Saturday in the Park - 2002 Remaster,Chicago,1972,3.927766667,63,114.378,4
3012,White Shadows,Coldplay,2005,5.470316667,53,127.437,4
3013,Gods Of War,Def Leppard,1987,6.630216667,49,108.901,4
3014,Stay,Various Artists,1987,1.581766667,55,120.509,4
3015,Drain You,Nirvana,1991,3.731333333,60,133.358,4
3016,I Ain't Gonna Stand For It,Stevie Wonder,1980,4.6494,27,113.593,4
3017,Isn't It Time,The Babys,1977,4.065333333,52,117.265,4
3018,Major Tom - Coming Home,Peter Schilling,1989,5.022883333,66,161.247,4
3019,The Engine Driver,The Decemberists,2005,4.253333333,41,96.687,4
3020,The Crow & the Butterfly,Shinedown,2008,4.226666667,53,149.002,3
3021,Amie - Remastered 1988,Pure Prairie League,1972,4.323766667,61,176.964,4
3022,Goin' Down on It,Hot Action Cop,2003,4.844433333,45,102.91,4
3023,My Cherie Amour,Stevie Wonder,1969,2.888433333,64,101.085,4
3024,"Bad, Bad Leroy Brown",Jim Croce,1973,3.037333333,66,148.072,4
3025,Bankrobber,The Clash,2013,4.5671,50,140.282,4
3026,Always Gonna Love You,Gary Moore,1994,3.910666667,34,189.333,4
3027,Another Radio Song,Okkervil River,2005,4.998216667,20,171.67,4
3028,Lord of the Flies - 2015 Remaster,Iron Maiden,1995,5.060433333,35,163.613,4
3029,Dancing Tight - Extended Version,Phil Fearon,2005,4.41555,22,117.591,4
3030,Here Comes the Rain Again - Remastered Version,Eurythmics,1983,4.909766667,64,126.341,4
3031,Lie,Black Light Burns,2007,4.318216667,43,99.055,4
3032,Set Fire to the Rain,Adele,2011,4.028216667,76,108.003,4
3033,Kick It Out,Heart,1977,2.757766667,38,149.272,4
3034,Temptation,The Tea Party,1997,3.41955,27,96.947,4
3035,Out of Time,Blur,2003,3.88955,56,138.678,4
3036,Army Dreamers,Kate Bush,1980,2.977333333,51,144.005,3
3037,Nobody Knows,Lillian Axe,1988,4.326883333,10,127.302,4
3038,Pull The Plug,Starz,1976,4.71755,10,108.99,4
3039,Cursed Sleep,"Bonnie ""Prince"" Billy",2006,5.598433333,28,171.662,3
3040,I Just Want to Make Love to You - 2016 Remaster,Foghat,1972,4.346883333,42,124.475,4
3041,The Way You Move,Since October,2010,3.556216667,30,134.031,4
3042,Bron-Y-Aur Stomp - Remaster,Led Zeppelin,1970,4.2891,56,108.291,4
3043,Love To Love You Baby,Donna Summer,1975,16.80888333,46,96.168,4
3044,Not When I Need It,Matthew Sweet,1995,3.462,18,176.932,4
3045,Needles and Pins - Mono,The Searchers,1964,2.189333333,57,124.287,4
3046,All Torn Down,The Living End,1999,4.1111,32,133.61,4
3047,Since You're Gone - Live,The Cars,2020,4.029516667,8,98.826,4
3048,Car,Built To Spill,1994,2.9851,39,170.989,4
3049,Bridge To Nowhere,Sam Roberts Band,2006,3.150883333,24,94.886,3
3050,The Man Who Sold the World - 2015 Remaster,David Bowie,1970,4.022433333,63,118.486,4
3051,Unglued - 2019 Remaster,Stone Temple Pilots,1994,2.571766667,47,146.022,4
3052,The Look,Roxette,1988,3.955333333,8,95.011,4
3053,Running Free - 2015 Remaster,Iron Maiden,1980,3.292883333,40,171.263,4
3054,Authority Song,John Mellencamp,1983,3.820666667,58,156.135,4
3055,Alright,Tadpole,2000,3.622216667,36,129.573,4
3056,Save Me - Remastered 2011,Queen,1980,3.832,62,81.632,3
3057,Don't Go Breaking My Heart - Elton John and Kiki Dee,Players Since Creation,2014,4.446883333,23,131.51,4
3058,One Thing Leads To Another,The Fixx,1983,3.330433333,57,136.745,4
3059,Right Next Door To Hell,Guns N' Roses,1991,3.03555,53,100.656,4
3060,Dog Eat Dog - Remastered,Adam & The Ants,2016,3.169766667,40,103.892,4
3061,Breakdown,Seether,2007,3.487766667,54,142.003,4
3062,I Talk To The Wind,King Crimson,1969,6.094316667,54,81.028,4
3063,Morning Has Broken,Yusuf / Cat Stevens,1971,3.333333333,69,133.126,3
3064,Burning Love,Elvis Presley,1973,2.838216667,68,143.549,4
3065,88 Lines about 44 Women,The Nails,1984,4.944,42,148.692,4
3066,Baby Come Back,Groove Armada,2012,3.572883333,59,156.436,4
3067,5 Days in May - Remastered 2012 version,Blue Rodeo,1993,7.234216667,49,154.884,4
3068,Wooly Bully,Various Artists,1987,2.347766667,55,140.601,4
3069,Headache for Michelle,Au Pairs,2006,6.88355,22,126.728,4
3070,Do You Know What I Mean,Lee Michaels,1971,3.200366667,49,109.081,4
3071,The High Road,Broken Bells,2010,3.87,65,79.955,4
3072,Hold On Loosely,38 Special,1980,4.677266667,65,127.227,4
3073,It's All Over Now - Mono Version,The Rolling Stones,1964,3.440666667,46,99.088,4
3074,If I Get Lucky,Little River Band,1990,4.246666667,24,124.899,4
3075,No Aphrodisiac,The Whitlams,1998,4.324883333,48,149.873,4
3076,I Don't Know Where I Stand,Joni Mitchell,1969,3.223333333,38,111.564,4
3077,See My Baby Jive - 2006 Remaster,Wizzard,1973,5.038883333,40,137.372,4
3078,Rag Doll,Frankie Valli & The Four Seasons,2003,3.026,43,120.935,4
3079,Lifeline,Papa Roach,2009,4.292433333,43,106.044,4
3080,Lazy,Luger Boa,2010,3.3811,0,127.999,4
3081,Quietly,Guano Apes,2003,3.631766667,36,118.233,4
3082,Battery,Metallica,1986,5.206,62,96.699,4
3083,Memphis,Johnny Rivers,1998,2.628883333,26,93.425,4
3084,Sweet Lui-Louise,Various Artists,1999,3.24955,34,122.668,4
3085,I'll Be Your Baby Tonight - Originally Performed By Robert Palmer and UB40,Reggae Karaoke Lions,2012,3.375516667,0,169.222,4
3086,The '59 Sound,The Gaslight Anthem,2009,3.166433333,52,168.022,4
3087,Moonlight Mile - 2009 Mix,The Rolling Stones,1971,5.953333333,56,130.531,4
3088,Stereotype,The Specials,2000,3.875333333,31,121.598,4
3089,It's The Same Old Song,Four Tops,1965,2.773333333,55,125.185,4
3090,I'm Gonna Be (500 Miles),The Proclaimers,2003,3.657766667,73,131.922,4
3091,Newborn,Elbow,2001,7.6,28,174.121,3
3092,Feel Your Love Tonight - 2015 Remaster,Van Halen,1978,3.682666667,53,135.464,4
3093,Ugly,The Exies,2004,3.306,48,169.548,4
3094,White Trash,Steriogram,2004,3.7411,30,154.292,4
3095,Beat the Bastards,The Exploited,1996,4.3511,42,120.167,4
3096,Hello,Lionel Richie,1983,4.11555,68,61.648,4
3097,Brand New Hate,Backyard Babies,2001,2.988216667,9,180.962,4
3098,California Uber Alles,Dead Kennedys,1987,3.450666667,58,111.366,3
3099,Wild Wood,Paul Weller,1993,3.3711,56,153.726,4
3100,No Secrets,The Angels,1980,4.2991,56,142.031,4
3101,Govinda,Kula Shaker,1996,4.94585,44,87.343,4
3102,Wake Me Up Before You Go-Go,Wham!,1984,3.85555,79,81.548,4
3103,"Walk, Don't Run - Stereo",The Ventures,1960,2.048883333,50,156.35,4
3104,Mystify,INXS,1987,3.2931,58,129.439,4
3105,Clumsy,Our Lady Peace,1997,4.466,46,170.053,4
3106,Smooth Operator - Single Version,Sade,1994,4.31155,69,119.336,4
3107,Feelin',The La's,1990,1.7451,40,92.086,4
3108,These Arms of Mine,Otis Redding,1964,2.57555,61,176.537,3
3109,Don't Let Me Down - Remastered 2009,The Beatles,1973,3.59555,68,77.119,4
3110,Forever Now - 2011 Remastered,Cold Chisel,1982,4.467966667,55,129.962,4
3111,Heart Attack and Vine - Remastered,Screamin' Jay Hawkins,2018,4.45755,39,98.034,4
3112,Hit the Ground,6gig,2000,3.0623,10,91.232,4
3113,Do You Love Me,The Contours,2012,2.90325,57,150.361,4
3114,Pick Up the Pieces,Average White Band,1974,3.998466667,55,107.234,4
3115,Tribute,Tenacious D,2001,4.134216667,68,94.174,4
3116,Colour My World,Chicago,1975,3.027333333,44,79.099,3
3117,Verse Chorus Verse - Boombox Rehearsals,Nirvana,1991,3.20555,35,135.034,4
3118,Live With Me,The Rolling Stones,1969,3.552216667,41,129.591,4
3119,Mr. Speed,KISS,1976,3.308216667,34,132.636,4
3120,Dakota,Stereophonics,2005,4.9571,68,146.994,4
3121,Fantasy - Single Version,"Earth, Wind & Fire",1978,3.770216667,67,89.018,4
3122,"Please, Please, Please, Let Me Get What I Want",Various Artists,2020,1.878433333,2,91.479,3
3123,Get Behind The Mule,Tom Waits,1999,6.874216667,38,145.068,4
3124,Pearl Necklace,ZZ Top,1981,4.080433333,42,155.817,4
3125,Groovin',The Young Rascals,1967,2.521483333,58,106.825,4
3126,It's Only Natural,Crowded House,1991,3.53955,56,116.259,4
3127,Wasted Time,Skid Row,1991,5.813333333,56,84.861,4
3128,Crazy,Various Artists,2020,5.278216667,4,162.081,3
3129,Trippin,Push Push,2014,4.025666667,26,140.699,4
3130,Along Comes Mary,The Association,1966,2.85,54,143.561,4
3131,Mexican Radio,Wall Of Voodoo,1982,4.147766667,48,164.684,4
3132,Thank You,Dido,1999,3.630433333,59,79.98,4
3133,Stand!,Sly & The Family Stone,1969,3.12555,36,108.694,4
3134,Girls of Summer,Aerosmith,2002,3.219333333,48,119.972,4
3135,The Truth,Clawfinger,1993,4.2111,20,95.881,4
3136,Sweat It Out,Jimmy Barnes,2006,3.963333333,11,169.434,4
3137,Polyamorous,Breaking Benjamin,2002,2.9491,53,98.128,4
3138,My December,Various Artists,2020,4.342666667,6,100.021,4
3139,Friday On My Mind,Gary Moore,1987,4.193333333,40,160.255,4
3140,Luka,Suzanne Vega,1987,3.84955,59,124.939,4
3141,To Love Somebody,Bee Gees,1967,3.033333333,67,90.43,4
3142,Black,Sevendust,1997,4.148433333,53,108.003,4
3143,Legend Of A Mind,The Moody Blues,1968,6.610216667,44,127.058,4
3144,Respect - Mono; 2008 Remaster,Otis Redding,1965,2.1831,43,117.538,4
3145,Chinese Burn - Lunatic Calm Mix,Various Artists,2006,7.428433333,19,131.959,4
3146,Once Around The Block,Badly Drawn Boy,1999,4.080433333,52,116.629,4
3147,Party at Ground Zero,Fishbone,1985,6.5011,38,196.813,4
3148,Moby Dick - Intro / Outro Rough Mix,Led Zeppelin,1969,1.63955,49,93.397,4
3149,Sun Hits The Sky,Supergrass,1997,4.85615,48,150.484,4
3150,Burn,Various Artists,1994,6.648883333,54,104.042,4
3151,Oh Yeah,Ash,1996,4.757766667,35,179.155,4
3152,Four Sticks - Remaster,Led Zeppelin,1971,4.753783333,45,107.013,1
3153,Scar,Missy Higgins,2004,3.5691,42,91.812,4
3154,Screamager,Therapy?,1994,2.6151,47,174.644,4
3155,Waiting For An Alibi,Thin Lizzy,1979,3.477333333,37,148.88,4
3156,Devil on My Shoulder,Billy Talent,2009,3.82555,57,95.905,4
3157,Kitty's Back,Bruce Springsteen,1973,7.082883333,35,159.39,4
3158,You Make Me Feel Brand New,The Stylistics,1973,4.807333333,62,76.015,4
3159,Back In My Arms Again,The Supremes,1965,2.9051,47,121.215,4
3160,Department of Youth,Alice Cooper,1975,3.28,34,121.669,4
3161,Waiting In Vain,Bob Marley & The Wailers,1977,4.270666667,68,78.789,4
3162,Pretzel Logic,Steely Dan,1974,4.508883333,48,96.333,4
3163,Ava Adore,The Smashing Pumpkins,2001,4.35555,42,79.947,4
3164,Women - Remastered 2017,Def Leppard,1987,5.7085,48,86.414,4
3165,Walkie Talkie Man,Steriogram,2004,2.223333333,49,141.118,4
3166,Heroin Girl,Everclear,1995,2.39,44,149.819,4
3167,Build Me Up Buttercup,The Foundations,1968,2.958883333,74,133.607,4
3168,Replica,Fear Factory,1995,3.956,52,112.009,4
3169,Twistin' the Night Away,Sam Cooke,1962,2.664216667,64,160.547,4
3170,"It's All Over Now, Baby Blue (feat. Van Morrison)",Them,1966,3.790666667,57,112.18,4
3171,Shut Up!,Simple Plan,2004,3.049766667,48,165.136,4
3172,Rock N Roll Duty - Live,Kim Mitchell,1990,4.287766667,8,136.312,4
3173,Don't Talk To Strangers,Dio,1983,4.85155,53,132.684,4
3174,(Can't You) Trip Like I Do - 2009 Remastered Version,Filter,2009,4.451766667,28,119.568,4
3175,Freedom,Rage Against The Machine,1992,6.10555,52,112.277,4
3176,Darlin' - Remastered,The Beach Boys,1967,2.242666667,54,126.975,4
3177,You're Pretty Good Looking (For a Girl),The White Stripes,2000,1.828666667,41,116.787,1
3178,Stars,Hum,1995,5.151766667,54,91.844,4
3179,Even It Up,Heart,1980,5.164883333,36,135.971,4
3180,Kick,INXS,1987,3.238,46,156.67,4
3181,Breakdown,The Alan Parsons Project,1977,3.886433333,40,169.951,4
3182,King Of The Night Time World,KISS,1976,3.316666667,37,137.771,4
3183,The Universal,Blur,2000,4.002,54,163.036,3
3184,The Day That Never Comes,Metallica,2008,7.937766667,63,126.883,4
3185,Shelf In The Room,Days Of The New,1997,4.732883333,56,128.967,4
3186,I Still,Forty Deuce,2005,3.116116667,5,172.184,4
3187,Don't Tread On Me,Metallica,1991,4.004883333,55,107.991,4
3188,Yours Is No Disgrace - 2003 Remaster,Yes,1971,9.682666667,42,141.225,4
3189,My Hometown,Bruce Springsteen,1984,4.6611,62,116.881,4
3190,In Hiding,Pearl Jam,1998,4.99555,41,104.29,4
3191,Haunted,Six Feet Under,1995,3.167333333,19,97.594,4
3192,Givin the Dog a Bone,AC/DC,1980,3.529333333,58,132.686,4
3193,"Fingertips, Pt. 2 - Live/1962",Stevie Wonder,2019,3.170216667,41,136.696,4
3194,As Good as It Gets,the feelers,2001,3.9251,23,100.203,4
3195,Sleeping Bag,ZZ Top,1985,4.038883333,48,112.122,4
3196,Mother Mother,Tracy Bonham,1996,3.012216667,51,174.394,4
3197,Web in Front,Archers Of Loaf,1993,2.110866667,44,135.403,4
3198,Follow You Down,Matthew Mayfield,2013,4.603983333,33,179.306,4
3199,The Stars Of Track And Field,Belle & Sebastian,1996,4.7451,32,121.262,4
3200,The Great Gig in the Sky,Pink Floyd,1973,4.7312,66,116.388,4
3201,Headlong - Remastered 2011,Queen,1991,4.62955,57,143.982,4
3202,Big Foot,Chickenfoot,2011,3.8251,27,97.259,4
3203,Nothing But a Good Time - Live,Poison,2008,5.008883333,33,148.856,4
3204,Strangelove,Depeche Mode,1998,3.764666667,59,118.988,4
3205,Simple,Collective Soul,1995,3.749766667,34,91.069,4
3206,Without You,Mötley Crüe,1989,4.5031,56,118.001,4
3207,The Guns of Brixton - Remastered,The Clash,1979,3.207333333,58,96.493,4
3208,Bad Luck,Social Distortion,1992,4.416216667,46,124.748,4
3209,People Got to Be Free,The Rascals,1969,3.029766667,44,126.019,4
3210,Ratamahatta,Sepultura,1996,4.510666667,53,112.627,4
3211,"Tighten Up, Pt. 1",Archie Bell & The Drells,1968,3.266666667,46,125.191,4
3212,Sweet Mary Jane,Block Buster,2017,3.455316667,15,114.044,4
3213,Sharks and Danger,Alexisonfire,2004,4.642,34,161.241,3
3214,Lay Down Your Guns,Jimmy Barnes,1996,4.008883333,26,119.939,4
3215,Walking On Sunshine,Katrina & The Waves,1985,3.978883333,78,109.902,4
3216,Summer Breeze,Seals and Crofts,1972,3.424666667,65,88.718,4
3217,Only My Heart Talkin',Alice Cooper,1989,4.774883333,44,144.53,4
3218,Love Spreads,The Stone Roses,1994,5.784883333,59,91.116,4
3219,I Am a Rock,Paul Simon,1965,2.697766667,30,121.767,4
3220,Cocaine,J.J. Cale,1976,2.818883333,60,104.352,4
3221,You and Me (Album Version),The Checks,2009,4.4509,35,115.825,4
3222,Bits and Pieces - 2019 - Remaster,The Dave Clark Five,1964,1.981766667,37,143.853,4
3223,"Fastlove, Pt. 1",George Michael,1996,5.4111,64,104.444,4
