index,name,artist,release_date,length,popularity,tempo,time_signature
4700,I Just Want To Celebrate,Rare Earth,1971,3.626,45,175.448,4
4701,Wish You Well,Bernard Fanning,2005,2.518883333,48,122.713,4
4702,Gideon,My Morning Jacket,2005,3.6511,38,131.191,4
4703,How to Save a Life,The Fray,2005,4.37555,81,122.035,4
4704,Take It So Hard - Live,Keith Richards,2020,4.463333333,31,121.991,4
4705,I Guess That's Why They Call It The Blues,Elton John,1983,4.75555,67,120.634,3
4706,Hurting Kind (I've Got My Eyes on You) - 2006 Remaster,Robert Plant,1990,4.186,37,159.212,4
4707,Weeping Widow,April Wine,1973,3.9551,28,145.209,4
4708,R.O.C.K. In The U.S.A. (A Salute To 60's Rock),John Mellencamp,1985,2.906,60,164.018,4
4709,Something So Strong,Crowded House,1986,2.85955,44,119.786,4
4710,"Oh, Atlanta - 2009 Remaster",Bad Company,1979,4.093333333,30,114.356,4
4711,Hold On,Santana,1983,4.350433333,52,124.699,4
4712,Throwing Stones - 2013 Remaster,Grateful Dead,1987,7.354816667,33,104.629,4
4713,Stay Free - Remastered,The Clash,1978,3.676433333,44,150.645,4
4714,A Woman in Love (It's Not Me) - Live,Tom Petty and the Heartbreakers,2009,5.710433333,23,125.101,4
4715,Right On Track,Breakfast Club,1987,4.282433333,43,116.975,4
4716,"I Know You Rider - Live in Paris, 1972; 2001 Remaster",Grateful Dead,2001,5.057333333,43,175.689,4
4717,The Outsider,A Perfect Circle,2003,4.1,63,113.329,4
4718,I Want Your Love,Transvision Vamp,1988,3.498433333,45,149.824,4
4719,The Ballad of Billy the Kid,Billy Joel,1973,5.729333333,47,84.595,4
4720,Down,Stone Temple Pilots,1999,3.816,47,134.823,4
4721,Talk Talk,The Music Machine,1966,1.968883333,30,107.028,4
4722,Into the Night (feat. Chad Kroeger),Santana,2007,3.707333333,60,127.981,4
4723,Can't Get It out of My Head,Electric Light Orchestra,1974,4.357766667,52,169.146,4
4724,Echo,Trapt,2002,4.19555,50,163.838,4
4725,Judy Is a Punk - 2016 Remaster,Ramones,1976,1.541333333,51,179.551,4
4726,The Kid Is Hot Tonite,Loverboy,1980,4.482666667,48,142.559,4
4727,Jenny Says,Cowboy Mouth,1996,3.376433333,44,78.277,4
4728,Shakin',Eddie Money,1983,3.13,56,113.701,4
4729,Hey Baby,No Doubt,2001,3.450666667,51,93.63,4
4730,Not Fade Away - Mono Version,The Rolling Stones,1964,1.795333333,40,113.294,4
4731,Make Me Wanna Die,The Pretty Reckless,2010,3.92755,60,97.106,4
4732,High Fiving Mf (Live),Local H,2018,6.334716667,9,121.119,4
4733,Don't Lose My Number - 2016 Remaster,Phil Collins,1985,4.8091,59,80.614,4
4734,I'll Be Here Awhile,311,2001,3.494883333,50,142.045,4
4735,Didn't Want to Fall in Love,the feelers,2011,3.877333333,15,167.985,4
4736,She Loves My Automobile,ZZ Top,1979,2.3851,29,130.044,3
4737,Dirt Room,Blue October,2009,3.406,28,140.053,4
4738,You're Gonna Miss Me (2008 Remastered Original Mono LP Version),13th Floor Elevators,2010,2.445616667,52,151.005,4
4739,She's so High,Tal Bachman,1999,3.744883333,71,124.269,4
4740,Big Log - 2006 Remaster,Robert Plant,1983,5.08,60,180.638,4
4741,Open Up Your Eyes,Tonic,1996,3.674883333,46,98.698,4
4742,From The Sea,Eskimo Joe,2004,3.381766667,52,129.88,4
4743,I'm Free,The Who,1969,2.6534,42,112.046,4
4744,On The Hunt,Lynyrd Skynyrd,1975,5.474433333,50,124.357,4
4745,Nineteen Hundred And Eighty Five - Remastered 2010,Wings,1973,5.530883333,50,115.285,4
4746,Is Anybody Home?,Our Lady Peace,1999,3.633333333,44,155.044,4
4747,SWLABR,Cream,2004,2.528,41,124.22,4
4748,Tell Me It's Not Over,Starsailor,2009,3.388666667,37,127.031,4
4749,When the River Runs Dry,Hunters & Collectors,2003,5.022666667,31,127.29,4
4750,Roll Me Away,Bob Seger,1982,4.65955,53,133.659,4
4751,Movies,Alien Ant Farm,2001,3.261766667,58,112.846,4
4752,Respectable - Remastered,The Rolling Stones,1978,3.124,41,152.111,4
4753,Cadillac Ranch,Bruce Springsteen,1980,3.05155,44,133.275,4
4754,Midnight Special,Creedence Clearwater Revival,1969,4.2311,62,124.491,4
4755,Fall For You (Single Mix),The Whitlams,2017,3.811766667,18,154.901,4
4756,Shame,Stabbing Westward,1994,4.863766667,43,108.415,4
4757,Suddenly Last Summer,The Motels,1983,3.608883333,42,120.257,4
4758,49 Bye-Byes - 2005 Remaster,"Crosby, Stills & Nash",1969,5.084883333,37,117.993,4
4759,Run for Your Life,The Fray,2012,3.982216667,34,159.814,3
4760,I'm Not Over,Carolina Liar,2008,3.360433333,47,130.989,4
4761,Sausalito Summernight,Diesel,2000,5.156216667,46,125.462,4
4762,Shadow People,Dr. Dog,2010,4.218216667,51,176.612,4
4763,The Clincher,Chevelle,2004,3.729116667,54,175.293,4
4764,Let It Go - Bonus Track,I Am Giant,2014,4.701333333,6,87.717,4
4765,Sink the Pink,AC/DC,1986,4.223333333,43,123.796,4
4766,Coconut,Harry Nilsson,1971,3.862216667,58,137.463,4
4767,Ramblin' Gamblin' Man,Bob Seger,1969,2.421833333,62,130.811,4
4768,Finish What Ya Started,Van Halen,1988,4.38555,50,125.148,4
4769,Panama Red,New Riders of the Purple Sage,1973,2.768216667,29,112.207,4
4770,E-Pro,Beck,2005,3.372666667,55,95.794,4
4771,Make Believe,TOTO,1982,3.718883333,49,141.744,3
4772,She's Got Issues,The Offspring,1998,3.810883333,55,124.842,4
4773,She Came In Through The Bathroom Window,Joe Cocker,1969,2.606216667,48,88.757,4
4774,Barely Listening,Pilot Speed,2006,4.047766667,22,93.905,4
4775,Do You Wanna Touch Me - Live,Joan Jett & The Blackhearts,2020,4.335133333,5,133.45,4
4776,Two Of Us - Remastered 2009,The Beatles,1970,3.61355,54,109.114,4
4777,"Ain't Good Enough for You (NYC, 78)",Bruce Springsteen,2010,4.038666667,34,140.073,4
4778,"Diamonds, Diamonds",Max Webster,2017,3.332666667,16,122.607,4
4779,Empty Arms,Stevie Ray Vaughan,1983,3.4811,38,147.855,4
4780,"Baby, You're A Rich Man - Remastered 2009",The Beatles,1967,3.021766667,58,96.751,4
4781,Get Naked,Methods of Mayhem,1999,3.3611,44,100.006,4
4782,Holiday,Vampire Weekend,2010,2.304883333,48,155.857,4
4783,Thugs,The Tragically Hip,1994,4.722666667,29,88.024,4
4784,Put Your Lights On (feat. Everlast),Santana,1999,4.79155,54,143.681,4
4785,Juke Box Music,The Kinks,1977,5.528666667,8,139.115,4
4786,Hey You - Live,The Quireboys,1990,3.3491,29,108.555,4
4787,Night in My Veins,Pretenders,1994,3.294433333,32,136.052,4
4788,She Ain't Pretty,The Northern Pikes,1990,2.72955,46,133.91,4
4789,Children Of The Sun,Billy Thorpe,1979,6.74155,44,83.261,4
4790,A Favor House Atlantic,Coheed and Cambria,2003,3.911766667,58,166.475,4
4791,Birthday - Remastered 2009,The Beatles,1968,2.718,53,139.239,4
4792,Rip Off,Various Artists,2020,3.694433333,0,190.846,4
4793,Silenced By The Night [Alesso vs. Keane] - Alesso Remix,Keane,2012,6.218733333,36,127.99,4
4794,Sacrament Of Wilderness,Nightwish,1998,4.202216667,40,145.542,4
4795,Rockin' Down the Highway,The Doobie Brothers,1972,3.326,44,146.159,4
4796,Feelin' Alright?,Traffic,1968,4.293333333,53,94.852,4
4797,Theme for an Imaginary Western,Mountain,1970,5.128433333,34,145.88,4
4798,Brother - With vocals,Pearl Jam,1991,3.998216667,29,92.328,4
4799,Long Stick Goes Boom,Krokus,1982,5.212666667,39,128.002,4
4800,Ball and Chain,Big Brother & The Holding Company,1968,9.466216667,53,81.045,4
4801,19th Nervous Breakdown - Mono Version,The Rolling Stones,1971,3.94,50,96.457,4
4802,Feeling This,blink-182,2003,2.877416667,66,173.143,4
4803,Follow Your Daughter Home,The Guess Who,1999,3.672616667,23,163.845,3
4804,I'm Not Gonna Teach Your Boyfriend How to Dance with You,Black Kids,2008,3.628433333,45,125.346,4
4805,Local Girls,Graham Parker,1979,3.62555,26,112.576,4
4806,A World Without Heroes - Live,KISS,1996,2.9631,33,112.89,4
4807,Don't Ask Me No Questions,Lynyrd Skynyrd,1974,3.446666667,50,129.836,4
4808,The Energy,Audiovent,2002,4.22,41,134.577,4
4809,Bring On The Night,The Police,1979,4.25355,54,109.603,4
4810,Tonight,Seether,2011,3.73445,48,125.012,4
4811,I Dare You,Shinedown,2005,3.900883333,50,107.013,4
4812,If You Dare,AC/DC,1990,3.306,42,91.841,4
4813,Cathedral,"Crosby, Stills & Nash",1977,5.293766667,37,137.672,4
4814,I Believe,Blessid Union Of Souls,1995,4.45745,47,141.724,4
4815,Dark Horses,Switchfoot,2011,3.972483333,40,165.109,4
4816,Quicksand,Finger Eleven,1998,4.103333333,28,166.116,4
4817,New York Groove,Ace Frehley,1978,3.06155,59,95.085,4
4818,Blue Lady,Hello Sailor,1996,3.897766667,44,124.644,4
4819,"Vermillion, Pt. 2",Twinkle Twinkle Little Rock Star,2013,4.237983333,20,123.982,5
4820,Rain (2009 Remaster),The Cult,1985,3.95355,53,122.529,4
4821,That Old Black Hole,Dr. Dog,2012,3.351333333,39,101.468,4
4822,Til I Hear It From You,Gin Blossoms,1996,3.874433333,53,124.417,4
4823,Oh! Darling - Remastered 2009,The Beatles,1969,3.454,67,173.93,3
4824,Wax Ecstatic (To Sell Angelina),Sponge,1996,4.14355,40,136.781,4
4825,It Doesn't Matter Anymore,Buddy Holly,2005,2.062433333,50,115.28,4
4826,Angels Of The Silences,Counting Crows,1996,3.622,41,158.31,4
4827,"Holding Out for a Hero - From ""Footloose"" Soundtrack",Bonnie Tyler,1984,5.80555,6,150.058,4
4828,Down on the Street - 2005 Remaster,The Stooges,1970,3.729333333,46,131.377,4
4829,Death Defy,Motor Ace,2001,4.329733333,29,140.637,4
4830,Say This Sooner,The Almost,2007,3.236666667,50,121.008,4
4831,É Proibido Fumar - Versão remasterizada,Roberto Carlos,1964,2.53,41,147.116,4
4832,Grey Seal - Remastered 2014,Elton John,1973,4.0021,44,135.867,4
4833,Starlight (feat. Myles Kennedy),Slash,2010,5.454666667,33,148.278,4
4834,Rock Bottom - 2007 Remaster,UFO,1974,6.488883333,55,158.947,4
4835,Wait,White Lion,1987,4.013333333,46,142.004,4
4836,Rudy,Supertramp,1974,7.347216667,40,134.673,4
4837,Always The Sun - Sunny Side Up Mix,The Stranglers,1990,4.050883333,54,133.362,4
4838,Not Over You,Gavin DeGraw,2011,3.642,71,142.051,4
4839,"Because the Night - Live at Nassau Coliseum, Uniondale, NY - December 1980",Bruce Springsteen,1986,5.310433333,52,124.947,4
4840,Push It,Static-X,1999,2.581766667,64,149.887,4
4841,The Golden Mile,The Babys,1977,5.060216667,15,127.967,4
4842,As the Years Go By,Various Artists,1990,3.75155,12,134.159,4
4843,Blackened (Remastered),Metallica,1988,6.702383333,55,129.218,4
4844,Your Touch,The Black Keys,2006,2.709766667,47,116.034,4
4845,Living After Midnight,Judas Priest,1980,3.502216667,64,134.992,4
4846,Sick of Myself,Matthew Sweet,1995,3.642666667,32,122.733,4
4847,Hold Me Down,Minus the Bear,2010,4.13,30,75.44,4
4848,Ballad of a Thin Man,Bob Dylan,1965,5.9451,54,74.056,4
4849,Let's Dance to Joy Division,The Wombats,2007,3.188216667,65,116.947,4
4850,Price to Play,Staind,2003,3.587766667,42,109.511,4
4851,Don't Go Away Mad (Just Go Away),Mötley Crüe,1989,4.674216667,56,118.36,4
4852,Tall Cool One - 2006 Remaster,Robert Plant,2007,4.642,42,159.262,4
4853,For the First Time,The Script,2010,4.207333333,67,174.022,4
4854,Fortune Faded,Red Hot Chili Peppers,2003,3.354433333,59,119.156,4
4855,My Body,Young the Giant,2011,4.073333333,64,129.774,4
4856,Spanish Train,Chris de Burgh,1975,5.047766667,43,93.992,4
4857,Beautiful,10 Years,2008,3.264883333,49,131.909,4
4858,Police On My Back - Remastered,The Clash,1980,3.282,50,146.039,4
4859,Right Now,Korn,2003,3.166,56,102.953,4
4860,Sundown,Elwood,2000,3.987766667,36,103.116,4
4861,Mistral Wind,Heart,1978,6.71555,31,172.978,4
4862,When The Lady Smiles,Golden Earring,1984,5.6671,57,131.577,4
4863,Five Long Years,Colin James,1988,4.636216667,39,137.311,4
4864,The Last Worthless Evening,Don Henley,1989,6.03955,36,100.003,4
4865,"There, There",Radiohead,2003,5.393333333,58,126.477,4
4866,Let Down - Live,Dead By Sunrise,2009,4.0834,22,149.972,4
4867,No One to Depend On,Santana,1971,5.522216667,44,111.034,4
4868,Not Falling,Mudvayne,2002,4.06555,51,129.924,4
4869,Nirvana,Elemeno P,2003,2.488216667,23,140.119,4
4870,Spaceman Remix,Bif Naked,2008,4.024166667,33,132.071,4
4871,St. Stephen - 2013 Remaster,Grateful Dead,1969,4.458433333,45,91.259,4
4872,Silver Lining,Garfunkel and Oates,2012,1.829316667,21,148.64,4
4873,Helen Wheels,Paul McCartney,2001,3.747333333,32,146.125,4
4874,Flaws,Bastille,2013,3.646666667,50,144.247,4
4875,I'm In You,Peter Frampton,1977,4.166666667,46,98.478,4
4876,High School Confidential,Jerry Lee Lewis,2013,2.489333333,31,92.495,4
4877,Sweet Fire Of Love,Robbie Robertson,1987,5.278433333,27,119.98,4
4878,Try (Just a Little Bit Harder),Janis Joplin,2009,3.924883333,47,110.433,4
4879,Wheels,Foo Fighters,2009,4.636883333,63,161.994,4
4880,Tear Away,Drowning Pool,2001,4.236666667,62,132.983,4
4881,Closer To The Edge,Thirty Seconds To Mars,2009,4.557766667,58,139.979,4
4882,(Wish I Could Fly Like) Superman,The Kinks,1979,3.616133333,41,123.453,4
4883,Jingo,Santana,1969,4.3511,45,126.797,4
4884,Bartender,(Hed) P.E.,1997,4.014666667,49,96.047,4
4885,Seven Seas Blues,Monster Truck,2011,3.7339,34,92.853,3
4886,Call the Doctor,Black River Drive,2014,3.604883333,12,149.947,4
4887,Far Away Eyes - Remastered,The Rolling Stones,1978,4.399333333,45,94.346,4
4888,You Had Time,Ani DiFranco,1994,5.816666667,36,85.974,4
4889,Fanfare for the Common Man - Single Edit,"Emerson, Lake & Palmer",1994,2.989333333,48,74.461,4
4890,Tremor Christ - Remastered,Pearl Jam,1994,4.176666667,41,77.746,4
4891,Take It On Faith,Matt Mays,2012,4.44825,39,128.491,4
4892,Radioactive,Kings of Leon,2010,3.436433333,60,126.405,4
4893,Head over Feet - Live / Unplugged,Alanis Morissette,1999,4.376,54,168.772,4
4894,Midlife Crisis,Faith No More,1992,4.3311,59,108.098,4
4895,Between Angels And Insects,Papa Roach,2001,3.907766667,65,93.466,4
4896,Eyes Of The Insane,Slayer,2006,3.382216667,37,131.955,4
4897,It Don't Come Easy,Ringo Starr,1973,3.072216667,54,123.191,4
4898,Free,Vast,2000,3.121766667,28,90.151,4
4899,Little Willy,Sweet,2010,3.204883333,44,127.025,4
4900,This Love,Bad Company,1986,4.10955,18,104.956,4
4901,Sir Duke,Stevie Wonder,1976,3.90155,0,106.978,4
4902,Disposable Teens,Marilyn Manson,2000,3.0251,56,134.083,4
4903,Blue Bayou,Linda Ronstadt,1977,3.989983333,64,95.21,4
4904,Flowing,Lucas Delphy,2020,2.185266667,61,71.631,4
4905,Hot Hot Hot!!!,The Cure,1987,3.570666667,34,112.125,4
4906,Get Up,Sleater-Kinney,1999,3.773333333,26,142.599,4
4907,Love Hurts,Roy Orbison,1962,2.44555,44,84.463,4
4908,The Lost Art Of Keeping A Secret,Queens of the Stone Age,2010,3.600216667,54,110.79,4
4909,Don't Fight It,Red Rider,1980,4.343333333,25,151.704,4
4910,Both Sides Now,Judy Collins,2001,3.264,46,58.686,4
4911,I Hate My Generation,Cracker,1996,2.948883333,21,123.767,4
4912,Getting In Tune,The Who,1971,4.80755,41,139.65,4
4913,Forever Tuesday Morning,The Mockers,2012,3.688,33,150.459,4
4914,Veteran of the Psychic Wars,Blue Öyster Cult,1981,4.826433333,49,85.992,4
4915,Keep Talking,Pink Floyd,1994,6.177766667,50,100.298,4
4916,Bigger Than Us,White Lies,2010,4.764,20,142.672,4
4917,Disappear,Hoobastank,2003,5.102216667,42,152.018,4
4918,All Those Years Ago - Remastered 2004,George Harrison,1981,3.788666667,54,125.77,4
4919,Hands Down,Dashboard Confessional,2003,3.114433333,62,94.035,4
4920,Take It On The Run - Remastered,REO Speedwagon,2019,4.495283333,7,76.475,4
4921,Another Perfect Day,American Hi-Fi,2001,3.638433333,32,174.126,4
4922,Dope Nose,Weezer,2002,2.29,44,127.357,4
4923,Life Won't Wait,Ozzy Osbourne,2010,5.113766667,39,85.961,4
4924,All That I've Got,Various Artists,2020,3.840433333,3,177.982,4
4925,Nothing's Gonna Change My Love For You,Glenn Medeiros,1986,3.859766667,64,141.869,4
4926,Show Me The Way,Styx,1990,4.61955,48,157.416,3
4927,Don't Bring Me Down (Bonus Track),The Animals,1966,3.27755,35,116.82,4
4928,Alive With the Glory of Love,Say Anything,2005,4.252916667,58,203.101,4
4929,Lost in You,Three Days Grace,2009,3.880216667,57,162.969,5
4930,Lithium,Evanescence,2006,3.7351,62,117.988,4
4931,Get Stoned,Hinder,2005,3.639766667,47,75.991,4
4932,Cold Contagious - Remastered,Bush,1996,6.0011,32,129.912,4
4933,Go To Sleep,Radiohead,2003,3.358433333,50,161.194,4
4934,Tin Soldier,Streetheart,2019,3.16155,14,119.851,4
4935,Black Jesus,Everlast,2000,4.69355,48,144.024,4
4936,Venus And Mars / Rock Show / Jet - Live / Remastered,Paul McCartney,1976,10.34576667,32,128.512,4
4937,California - Demo,Phantom Planet,2001,3.258883333,42,78.508,4
4938,Everybody Wants You - Remastered 1995,Billy Squier,1995,3.788883333,34,131.781,4
4939,Give It a Whirl - Live at Acropolis,Sivert Høyem,2017,5.681333333,18,138.386,4
4940,Amazing Journey,The Who,1969,5.070133333,35,131.231,4
4941,Dirty Creature,Split Enz,1982,4.038883333,23,108.178,4
4942,Big Casino,Jimmy Eat World,2007,3.678883333,44,136.007,4
4943,The Only Exception,Paramore,2009,4.460883333,70,137.715,3
4944,Ain't No Cure For Love - Digitally Remastered,Jennifer Warnes,1987,3.36,30,104.97,4
4945,Gimme Back My Bullets,Lynyrd Skynyrd,1976,3.496666667,52,168.58,4
4946,Somebody's Baby,Jackson Browne,1997,4.378883333,61,116.951,4
4947,Houdini,Foster The People,2011,3.374433333,68,110.024,4
4948,All Along the Watchtower,Bob Dylan,1967,2.518216667,56,129.175,4
4949,Rock Me Amadeus - The Gold Mix,Falco,1985,3.3706,62,176.737,4
4950,Southtown,P.O.D.,1999,4.120883333,55,79.249,4
4951,Blues Power,Eric Clapton,1970,3.146666667,27,145.207,4
4952,Again,Flyleaf,2009,3.082,54,156.046,3
4953,Absolutely (Story of a Girl) - Radio Mix,Nine Days,2000,3.15555,67,96.493,4
4954,James Dean - 2013 Remaster,Eagles,1974,3.637816667,46,140.9,4
4955,Praise,Sevendust,2001,3.648216667,33,131.897,4
4956,Alabama - 2009 Remaster,Neil Young,1972,4.036666667,49,147.501,4
4957,Keep on Truckin',Hot Tuna,1972,3.67555,23,169.001,4
4958,The Zoo - 2015 Remaster,Scorpions,1980,5.507766667,43,102.934,4
4959,Thank You,HELLYEAH,2007,4.528433333,34,85.997,4
4960,Ukiah,The Doobie Brothers,1973,3.032216667,38,151.16,4
4961,Fresh Air - Remastered,Quicksilver Messenger Service,2007,5.326433333,46,115.546,4
4962,On The Roof Again,Eve 6,2000,3.097766667,35,124.129,4
4963,The First Cut Is the Deepest - Acoustic Version,Various Artists,2005,3.84955,53,78.86,4
4964,Dear Mr. Fantasy,Big Sugar,2003,4.9911,27,156.252,4
4965,Torn,Creed,1997,6.398883333,51,146.289,4
4966,Walkin' The Dog,Aerosmith,1973,3.2051,38,125.058,4
4967,All My Fault,Fenix TX,1999,2.820666667,46,103.306,4
4968,No Surprise - Edit,Theory of a Deadman,2005,3.661783333,38,129.829,4
4969,Control,Mutemath,2006,4.655766667,31,134.996,4
4970,Lost And Running,Powderfinger,2007,3.702666667,15,120.027,4
4971,You'll Accomp'ny Me,Bob Seger,1980,4.003766667,57,108.849,4
4972,Superconductor - 2004 Remaster,Rush,1989,4.789766667,38,159.625,4
4973,Riot,Three Days Grace,2006,3.459766667,62,196.578,3
4974,Wildflower,Various Artists,2010,4.173333333,38,126.389,4
4975,Cry Baby Cry - Remastered 2009,The Beatles,1968,3.034666667,49,76.644,4
4976,I Am Mine,Pearl Jam,2002,3.588883333,59,161.586,3
4977,Tv Dinners (Originally Performed by ZZ Top) [Vocal Version],Singer's Edge Karaoke,2014,3.823016667,0,99.947,4
4978,Before You Accuse Me,Eric Clapton,1989,3.952,48,106.604,4
4979,Long Time Running,The Tragically Hip,1991,4.384433333,51,157.898,3
4980,Headlong Flight,Rush,2012,7.341333333,32,89.956,4
4981,Baby Please Don't Go,The Amboy Dukes,1968,5.645316667,34,93.851,4
4982,Pieces Of Eight,Styx,1978,4.73555,37,135.818,4
4983,Everything Falls Apart,Dog's Eye View,1995,3.902216667,49,128.987,4
4984,Take Me To The Pilot,Elton John,1970,3.7771,53,82.859,4
4985,Driven To Tears,The Police,1980,3.342216667,50,158.511,4
4986,Standing in the Sun,Slash,2012,4.05955,33,112.096,4
4987,Come On - Stereo Version,Chuck Berry,1962,1.783766667,34,151.658,4
4988,Weak And Powerless,A Perfect Circle,2003,3.252216667,59,159.747,3
4989,Shadowplay,The Killers,2007,4.120666667,55,145.029,4
4990,Love Like Winter,AFI,2006,2.760883333,49,120.032,4
4991,Gallows Pole - Remaster,Led Zeppelin,1970,4.965483333,54,105.911,4
4992,You Don't Know How It Feels,Tom Petty,1994,4.824,66,144.204,4
4993,Wondrous Place,Billy Fury,1983,2.479333333,44,111.354,4
4994,Love In Vain,The Rolling Stones,1969,4.318433333,44,184.36,3
4995,It's A Hard Life - Remastered 2011,Queen,1984,4.116216667,61,82.336,4
4996,Jet City Woman - Remastered 2003,Queensrÿche,1990,5.35955,55,110.044,4
4997,Love Bites (So Do I),Halestorm,2012,3.188883333,51,124.992,4
4998,Walk On - 2016 Remaster,Neil Young,1974,2.702,47,171.608,4
4999,Honey Hush - Johnny Burnette And The Rock And Roll Trio,Johnny Burnette & The Rock 'N' Roll Trio,2016,2.02975,36,93.053,4
5000,Drop Dead Legs - 2015 Remaster,Van Halen,1984,4.236666667,57,89.108,4
5001,Simple Song,The Shins,2012,4.256666667,62,119.945,4
5002,Epiphany,Staind,2001,4.268883333,44,149.961,4
5003,One Day in Your Life,54-40,1987,4.254883333,40,133.732,4
5004,Sweating Bullets - Remastered 2004,Megadeth,1992,5.450666667,57,69.955,3
5005,Jambi,TOOL,2006,7.476883333,63,110.42,3
